ticker,isin,fund_name,inception_date,category,rating,risk_rating,performance_rating,equity_style_score,equity_size_score,price_prospective_earnings,price_book_ratio,price_sales_ratio,price_cash_flow_ratio,dividend_yield_factor,long_term_projected_earnings_growth,historical_earnings_growth,sales_growth,cash_flow_growth,book_value_growth,roa,roe,roic,asset_stock,asset_bond,asset_cash,asset_other,sector_basic_materials,sector_consumer_cyclical,sector_financial_services,sector_consumer_defensive,sector_communication_services,sector_industrials,sector_technology,market_cap_giant,market_cap_large,market_cap_medium,market_cap_small,market_cap_micro,ongoing_cost,management_fees,environmental_score,social_score,governance_score,sustainability_score,involvement_abortive_contraceptive,involvement_alcohol,involvement_animal_testing,involvement_controversial_weapons,involvement_gambling,involvement_gmo,involvement_military_contracting,involvement_nuclear,involvement_palm_oil,involvement_pesticides,involvement_small_arms,involvement_thermal_coal,involvement_tobacco,nav_per_share,shareclass_size,fund_size,fund_trailing_return_ytd,fund_trailing_return_3years,fund_trailing_return_5years,fund_return_2019,fund_return_2018,fund_return_2017,fund_return_2016,fund_return_2020_q3,fund_return_2020_q2,fund_return_2020_q1,fund_return_2019_q4,fund_return_2019_q3,fund_return_2019_q2,fund_return_2019_q1,fund_return_2018_q4,fund_return_2018_q3,fund_return_2018_q2,fund_return_2018_q1,fund_return_2017_q4,fund_return_2017_q3,fund_return_2017_q2,fund_return_2017_q1,fund_return_2016_q4,fund_return_2016_q3,fund_return_2016_q2,fund_return_2016_q1,fund_return_2015_q4,quarters_up,quarters_down
0P0000M87D,LU0292106241,Xtrackers ShortDAX Daily Swap UCITS ETF 1C,2007-06-05,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,388510000.0,388510000.0,-4.55,-5.8,-4.73,-27.07,19.33,-10.32,2.52,-5.61,-19.63,31.4,-10.77,-2.36,-4.13,-12.7,15.36,0.67,-1.35,4.15,-0.42,-4.09,1.36,-7.37,-10.18,-5.21,5.73,13.88,-11.59,9,14
0P0000M87E,DE0005933964,iShares SLI UCITS ETF (DE),2001-03-22,Switzerland Equity,2.0,4.0,2.0,162.88,288.11,16.32,2.07,1.79,14.59,3.34,6.93,6.82,1.4,9.66,0.66,7.08,20.01,13.55,98.75,0.0,1.25,0.0,12.67,5.93,24.68,8.39,1.72,13.84,3.66,36.96,56.04,7.0,0.0,0.0,0.51,0.0,3.49,9.84,8.17,21.49,22.53,0.0,44.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,103.36,248400000.0,248400000.0,8.37,8.13,11.9,27.08,-9.15,14.01,15.88,1.98,17.56,-13.16,2.72,1.49,11.68,9.14,-11.65,7.29,2.8,-6.76,1.17,0.22,4.07,8.05,4.44,8.57,5.64,-3.26,8.21,17,6
0P0000M87F,DE000A0KRKB8,WisdomTree Agriculture,2006-09-22,Commodities - Broad Agriculture,3.0,3.0,3.0,57.64,53.91,9.31,0.83,1.18,102.88,2.67,9.15,24.18,21.29,-35.96,4.19,-9.68,14.32,9.69,100.0,0.0,0.0,0.0,13.52,26.34,21.59,0.0,22.53,0.0,9.97,0.0,27.87,15.26,7.81,49.06,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,129539999.0,129539999.0,3.43,-3.29,-1.09,-2.7,-6.04,-19.58,20.89,4.26,-4.3,-5.12,0.53,-3.35,5.82,-5.36,3.35,-5.36,-3.03,-0.95,-3.25,-7.57,-5.72,-4.62,3.22,-6.71,22.57,2.42,0.6,8,15
0P0000M87G,DE000A0KRKC6,WisdomTree Broad Commodities,2006-09-22,Commodities - Broad Basket,3.0,3.0,3.0,87.06,67.54,11.28,0.62,1.59,12.5,1.8,6.02,21.25,18.44,-2.04,5.07,-5.04,-10.9,9.69,67.87,0.0,0.0,32.13,41.2,12.64,16.73,7.93,10.87,0.0,4.81,0.0,20.55,41.48,3.29,34.68,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.0,13.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44,82050000.0,82050000.0,-9.02,-4.64,1.08,3.23,-6.33,-7.73,32.52,3.67,5.32,-19.14,-1.81,0.79,1.45,2.83,-7.56,-1.11,6.51,-3.79,3.53,-0.38,-7.29,-3.51,7.6,-2.32,21.73,3.58,-7.99,10,13
0P0000M87I,DE000A0KRJS4,WisdomTree Aluminium,2006-09-22,Commodities - Industrial & Broad Metals,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,45970000.0,45970000.0,0.32,-5.56,5.23,-7.47,-12.37,17.64,29.28,3.4,4.47,-12.79,-1.48,-1.74,-5.04,0.65,-8.26,-1.9,14.75,-15.14,5.77,5.95,-7.26,13.2,6.41,2.68,16.53,1.53,-2.18,12,11
0P0000M87J,IE00B60SX287,Invesco MSCI Japan UCITS ETF,2009-04-02,Japan Large-Cap Equity,3.0,2.0,3.0,147.92,286.67,17.79,1.2,0.89,8.39,2.74,9.27,-3.64,3.34,3.36,4.75,4.79,8.84,7.25,100.0,0.0,0.0,0.0,5.14,15.15,8.93,7.32,10.3,20.62,15.1,51.88,38.0,10.12,0.0,0.0,0.24,0.19,5.01,9.8,9.11,23.95,4.62,1.1,19.73,0.0,0.17,0.0,0.25,1.04,0.0,0.32,0.04,0.79,1.45,58.12,5380000.0,5380000.0,7.16,4.01,9.85,15.37,-8.88,13.75,22.17,2.61,14.51,-12.59,-0.8,6.93,3.12,5.47,-13.05,5.23,2.42,-2.77,7.91,0.75,0.75,3.86,3.73,12.18,8.42,-3.17,10.84,16,7
0P0000M87L,DE000A0KRJT2,WisdomTree Coffee,2006-09-22,Commodities - Softs,3.0,3.0,3.0,233.17,-199.15,15.65,1.89,1.33,9.25,0.0,9.15,3.51,4.21,5.98,9.79,-9.68,-33.53,-4.08,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,94310000.0,94310000.0,-23.18,-15.4,-8.3,9.15,-22.04,-24.52,21.3,3.48,-16.76,-6.82,18.04,-8.06,13.94,-11.73,-1.07,-12.91,0.75,-10.19,-5.91,-3.82,-15.53,-1.25,-7.09,3.65,19.59,5.33,-0.62,7,16
0P0000M87M,DE000A0KRJU0,WisdomTree Copper,2006-09-22,Commodities - Industrial & Broad Metals,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.04,301220000.0,301220000.0,9.47,-1.51,8.82,1.39,-15.23,16.2,37.58,5.29,21.86,-16.78,2.26,-2.28,-4.92,6.71,-2.17,-4.7,3.04,-11.76,9.56,4.91,-2.55,3.74,19.35,2.39,7.69,4.54,-5.65,13,10
0P0000M87N,IE00B60SX170,Invesco MSCI USA UCITS ETF,2009-03-31,US Large-Cap Blend Equity,5.0,3.0,5.0,166.12,295.42,20.08,3.24,2.4,13.51,1.87,9.4,10.74,6.92,6.82,6.41,8.42,25.38,13.95,100.0,0.0,0.0,0.0,2.26,11.93,12.16,7.11,11.46,8.35,24.82,46.91,34.2,18.47,0.42,0.0,0.05,0.05,3.79,10.95,7.94,22.79,8.6,0.2,17.02,1.78,0.14,0.07,2.34,2.1,0.0,0.11,0.76,1.56,0.63,83.59,1554630000.0,1557050000.0,13.97,13.81,17.44,27.67,-0.17,11.17,31.76,6.09,20.79,-14.7,1.95,5.05,6.74,11.68,-12.12,8.17,10.76,-5.19,6.68,0.87,-1.09,4.45,9.28,7.8,8.9,2.7,11.13,17,6
0P0000M87O,IE00B60SX394,Invesco MSCI World UCITS ETF,2009-04-02,Global Large-Cap Blend Equity,4.0,3.0,4.0,160.32,291.88,18.27,2.28,1.79,11.7,2.27,9.06,4.5,4.15,6.21,5.0,7.2,21.02,12.27,99.97,0.0,0.0,0.03,4.24,11.27,13.83,8.48,9.69,10.41,19.59,47.55,35.98,16.17,0.3,0.0,0.19,0.19,4.21,10.51,7.98,22.78,8.83,1.01,19.62,1.43,0.33,0.04,1.88,2.07,0.01,0.41,0.75,1.93,0.78,62.07,2272070000.0,2272070000.0,8.69,9.42,14.19,24.35,-4.18,12.46,27.51,4.62,19.62,-16.6,1.5,4.06,6.47,10.57,-11.83,6.07,8.44,-5.51,5.41,1.45,-0.03,5.19,7.0,8.67,7.76,1.76,9.42,17,6
0P0000M87P,IE00B60SX402,Invesco Russell 2000 UCITS ETF,2009-03-31,US Small-Cap Equity,3.0,3.0,3.0,161.24,28.74,14.72,1.69,1.04,7.62,1.67,11.15,2.66,3.56,4.92,2.07,-3.14,-1.58,-7.39,100.0,0.0,0.0,0.0,3.83,12.04,14.48,3.91,2.41,15.6,13.98,0.0,0.0,5.45,58.74,35.81,0.45,0.45,0.0,0.0,0.0,29.35,1.57,0.03,16.54,0.46,1.46,0.0,2.68,0.19,0.0,0.12,0.21,1.06,0.27,71.05,40760000.0,40760000.0,4.86,6.38,12.77,22.05,-8.26,5.12,42.61,2.23,28.42,-28.6,2.3,0.87,4.74,12.92,-19.48,4.32,14.79,-4.86,3.72,2.26,-1.41,0.53,15.02,13.28,10.25,-0.71,8.56,16,7
0P0000MCPS,CH0105994401,UBS ETF (CH) – SXI Real Estate® Funds (CHF) A-dis,2009-11-03,Property - Indirect Switzerland,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.15,99.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19336,0.25,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.8,657740000.0,657740000.0,9.36,9.82,11.1,18.09,-0.65,1.06,24.97,1.01,5.2,2.29,1.43,2.21,8.3,5.18,0.64,0.81,2.31,-4.29,0.52,-7.11,3.96,4.11,-1.08,5.16,8.1,11.14,3.05,18,5
0P0000MEHN,IE00B4L5YC18,iShares MSCI EM UCITS ETF USD (Acc),2009-09-25,Global Emerging Markets Equity,3.0,2.0,3.0,144.73,343.7,13.45,1.53,1.25,8.15,3.03,10.81,2.81,7.4,3.24,7.84,6.33,14.57,10.57,99.73,0.0,0.21,0.05,7.01,17.59,18.09,6.5,13.99,4.31,18.63,57.44,31.38,10.88,0.3,0.0,0.555,0.0,6.0,10.62,9.55,27.12,2.86,1.04,5.24,0.11,0.11,0.03,0.1,0.16,0.39,0.05,0.07,1.05,0.37,33.02,757460000.0,757460000.0,7.95,3.76,13.12,14.14,-9.85,24.67,32.69,5.5,17.34,-18.96,5.39,-1.51,2.63,7.13,-5.14,0.26,-3.11,-2.16,6.44,4.42,1.76,10.23,0.02,12.26,7.92,9.49,2.98,16,7
0P0000MEHO,IE00B4L5YC18,iShares MSCI EM UCITS ETF USD (Acc),2009-09-25,Global Emerging Markets Equity,3.0,2.0,3.0,144.73,343.7,13.45,1.53,1.25,8.15,3.03,10.81,2.81,7.4,3.24,7.84,6.33,14.57,10.57,99.73,0.0,0.21,0.05,7.01,17.59,18.09,6.5,13.99,4.31,18.63,57.44,31.38,10.88,0.3,0.0,0.555,0.0,6.0,10.62,9.55,27.12,2.86,1.04,5.24,0.11,0.11,0.03,0.1,0.16,0.39,0.05,0.07,1.05,0.37,33.0,757460000.0,757460000.0,8.01,3.81,13.15,14.16,-10.01,25.21,32.22,6.36,18.86,-20.44,5.38,-1.49,2.47,7.32,-4.77,-0.09,-3.94,-1.53,6.55,4.54,1.61,10.63,-0.25,12.52,7.69,9.39,3.86,14,9
0P0000MEHP,IE00B3F81G20,iShares MSCI EM Small Cap UCITS ETF USD (Dist),2009-03-06,Global Emerging Markets Small/Mid-Cap Equity,3.0,3.0,2.0,125.5,106.92,11.37,1.12,0.8,5.38,3.32,39.6,0.43,-0.34,4.76,3.27,4.04,9.66,7.38,99.29,0.0,0.67,0.03,10.65,12.44,10.12,5.48,4.29,14.56,18.93,0.0,0.71,57.26,38.64,3.4,0.74,0.0,0.0,0.0,0.0,31.0,3.27,0.4,9.44,0.25,0.4,0.07,0.72,0.33,0.31,0.79,0.13,2.34,0.32,58.07,237150000.0,237150000.0,5.15,-0.22,8.49,8.25,-15.27,23.03,22.45,7.44,25.33,-25.9,1.49,-1.52,2.05,6.13,-6.05,-3.56,-3.58,-3.01,8.5,2.41,-1.55,12.48,-1.99,11.88,7.26,4.11,6.08,13,10
0P0000MEHQ,IE00B3F81G20,iShares MSCI EM Small Cap UCITS ETF USD (Dist),2009-03-06,Global Emerging Markets Small/Mid-Cap Equity,3.0,3.0,2.0,125.5,106.92,11.37,1.12,0.8,5.38,3.32,39.6,0.43,-0.34,4.76,3.27,4.04,9.66,7.38,99.29,0.0,0.67,0.03,10.65,12.44,10.12,5.48,4.29,14.56,18.93,0.0,0.71,57.26,38.64,3.4,0.74,0.0,0.0,0.0,0.0,31.0,3.27,0.4,9.44,0.25,0.4,0.07,0.72,0.33,0.31,0.79,0.13,2.34,0.32,57.76,237150000.0,237150000.0,4.89,-0.21,8.47,8.34,-15.51,23.37,22.28,7.78,28.48,-27.76,1.46,-1.21,1.76,6.22,-6.12,-3.6,-4.41,-2.34,8.76,2.45,-1.53,12.45,-2.06,11.95,7.03,4.2,6.35,13,10
0P0000MEHR,IE00B4K48X80,iShares Core MSCI Europe UCITS ETF EUR (Acc),2009-09-25,Europe Large-Cap Blend Equity,4.0,3.0,4.0,149.37,280.93,14.45,1.51,1.15,8.75,2.93,8.93,-1.26,1.14,7.79,3.32,5.04,14.3,9.55,99.44,0.0,0.4,0.16,7.74,10.01,15.06,14.59,5.38,13.96,6.95,45.75,41.2,12.99,0.05,0.0,0.12,0.0,4.77,9.33,7.79,21.91,13.77,4.02,33.66,1.26,0.51,0.0,1.48,2.36,0.0,1.37,1.14,2.65,1.32,52.57,3077870000.0,3077870000.0,-1.64,2.54,8.53,20.69,-9.94,14.92,17.97,-0.13,15.75,-19.63,2.18,1.37,6.89,9.0,-10.91,2.01,4.97,-5.6,1.64,2.75,3.67,6.15,4.54,8.76,4.56,-0.77,6.24,16,7
0P0000MEHS,IE00B4K48X80,iShares Core MSCI Europe UCITS ETF EUR (Acc),2009-09-25,Europe Large-Cap Blend Equity,4.0,3.0,4.0,149.37,280.93,14.45,1.51,1.15,8.75,2.93,8.93,-1.26,1.14,7.79,3.32,5.04,14.3,9.55,99.44,0.0,0.4,0.16,7.74,10.01,15.06,14.59,5.38,13.96,6.95,45.75,41.2,12.99,0.05,0.0,0.12,0.0,4.77,9.33,7.79,21.91,13.77,4.02,33.66,1.26,0.51,0.0,1.48,2.36,0.0,1.37,1.14,2.65,1.32,52.6,3077870000.0,3077870000.0,-1.57,2.57,8.61,20.92,-10.12,15.71,16.92,0.38,18.18,-21.56,2.1,1.45,6.98,9.12,-10.98,2.02,4.53,-5.32,1.53,2.7,3.88,6.81,3.95,8.71,4.41,-0.9,6.51,17,6
0P0000MEHV,IE00B4L5YX21,iShares Core MSCI Japan IMI UCITS ETF USD (Acc),2009-09-25,Japan Large-Cap Equity,3.0,2.0,3.0,148.44,259.8,17.44,1.16,0.82,8.51,2.72,9.6,-3.79,3.41,3.26,4.66,4.62,8.52,7.01,99.05,0.0,0.95,0.0,5.59,15.22,8.57,7.41,8.55,21.76,14.9,43.37,32.13,19.85,4.61,0.04,0.15417,0.0,4.54,8.68,8.1,24.84,4.12,0.99,18.07,0.0,0.24,0.0,0.25,0.93,0.04,0.36,0.1,0.74,1.16,40.02,3514280000.0,3534490000.0,6.48,3.75,10.25,15.4,-9.32,14.83,24.07,2.65,12.77,-11.59,-0.57,6.91,2.8,5.59,-13.2,4.43,2.85,-2.74,7.96,1.22,1.03,4.01,3.78,12.2,9.03,-2.27,10.68,16,7
0P0000MEHW,IE00B4L5YX21,iShares Core MSCI Japan IMI UCITS ETF USD (Acc),2009-09-25,Japan Large-Cap Equity,3.0,2.0,3.0,148.44,259.8,17.44,1.16,0.82,8.51,2.72,9.6,-3.79,3.41,3.26,4.66,4.62,8.52,7.01,99.05,0.0,0.95,0.0,5.59,15.22,8.57,7.41,8.55,21.76,14.9,43.37,32.13,19.85,4.61,0.04,0.15417,0.0,4.54,8.68,8.1,24.84,4.12,0.99,18.07,0.0,0.24,0.0,0.25,0.93,0.04,0.36,0.1,0.74,1.16,39.91,3514280000.0,3534490000.0,6.28,3.69,10.22,15.47,-9.43,15.25,23.58,2.95,14.41,-13.15,-0.79,7.13,3.01,5.48,-13.13,4.45,2.48,-2.59,7.99,1.22,1.12,4.27,3.6,12.15,8.92,-2.34,10.88,16,7
0P0000MEHX,IE00B4WXJD03,iShares MSCI Pacific ex-Japan UCITS ETF USD (Dist),2009-04-17,Pacific ex-Japan Equity,2.0,2.0,2.0,119.34,305.49,16.01,1.4,2.45,9.24,4.72,5.57,-6.92,1.21,2.99,3.98,3.6,10.77,7.97,99.72,0.0,0.28,0.0,10.95,5.29,36.32,5.35,3.37,8.92,1.82,53.32,40.52,6.16,0.0,0.0,0.6,0.0,5.32,9.78,8.05,23.22,0.56,0.85,8.72,0.0,3.6,0.0,0.25,0.99,0.4,0.0,0.25,7.86,0.0,36.99,209790000.0,209790000.0,-2.26,1.96,10.93,14.42,-5.35,14.69,27.76,-2.23,17.73,-21.84,-0.72,-2.41,7.61,9.75,-5.55,-0.01,8.0,-7.21,6.01,0.4,-2.6,10.62,1.29,11.8,8.32,4.15,11.36,13,10
0P0000MEHZ,IE00B4L5Y983,iShares Core MSCI World UCITS ETF USD (Acc),2009-09-25,Global Large-Cap Blend Equity,5.0,3.0,5.0,158.07,291.13,17.99,2.22,1.74,11.57,2.31,9.06,4.91,4.39,6.47,5.19,7.09,20.8,12.13,99.59,0.0,0.38,0.03,4.2,11.1,14.32,8.36,9.46,10.64,19.44,47.25,36.17,16.27,0.31,0.0,0.2,0.0,4.2,10.5,7.98,22.77,8.82,1.02,19.64,1.44,0.33,0.04,1.88,2.06,0.01,0.4,0.76,1.93,0.78,57.97,26446960000.0,27324520000.0,8.55,9.3,14.11,23.99,-4.07,12.0,28.46,4.09,17.4,-14.93,1.44,4.0,6.47,10.39,-11.83,5.92,8.86,-5.64,5.43,1.55,-0.07,4.69,7.51,8.5,8.17,1.8,9.36,17,6
0P0000MEI0,IE00B4L5Y983,iShares Core MSCI World UCITS ETF USD (Acc),2009-09-25,Global Large-Cap Blend Equity,5.0,3.0,5.0,158.07,291.13,17.99,2.22,1.74,11.57,2.31,9.06,4.91,4.39,6.47,5.19,7.09,20.8,12.13,99.59,0.0,0.38,0.03,4.2,11.1,14.32,8.36,9.46,10.64,19.44,47.25,36.17,16.27,0.31,0.0,0.2,0.0,4.2,10.5,7.98,22.77,8.82,1.02,19.64,1.44,0.33,0.04,1.88,2.06,0.01,0.4,0.76,1.93,0.78,58.19,26446960000.0,27324520000.0,8.94,9.52,14.25,24.16,-4.19,12.43,27.73,4.61,17.77,-15.42,1.44,3.96,6.57,10.48,-12.03,6.39,8.37,-5.54,5.38,1.55,-0.07,5.14,7.19,8.62,7.98,1.6,9.56,17,6
0P0000MEI3,IE00B4WXJJ64,iShares Core € Govt Bond UCITS ETF EUR (Dist),2009-04-17,EUR Government Bond,4.0,3.0,4.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.93,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.13,4027390000.0,4061270000.0,10.54,4.17,7.98,0.79,1.98,3.86,19.59,1.36,4.64,4.41,-6.91,2.54,7.29,-1.58,2.21,-0.33,-0.08,0.18,1.23,0.9,3.15,-1.42,-4.23,4.8,7.03,11.32,0.37,15,8
0P0000MEI4,IE00B4WXJJ64,iShares Core € Govt Bond UCITS ETF EUR (Dist),2009-04-17,EUR Government Bond,4.0,3.0,4.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.93,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.24,4027390000.0,4061270000.0,10.71,4.22,8.0,0.8,1.83,3.94,19.58,1.42,4.92,4.04,-6.84,2.62,7.16,-1.61,2.25,-0.36,-0.09,0.04,1.48,0.81,3.13,-1.47,-4.19,4.73,7.11,11.27,0.36,15,8
0P0000MEI5,IE00B4WXJG34,iShares € Govt Bond 5-7yr UCITS ETF EUR (Dist),2009-04-17,EUR Government Bond,3.0,2.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.74,338880000.0,338880000.0,8.64,2.61,6.94,-1.5,1.29,4.74,18.39,0.87,3.37,4.73,-5.97,1.28,5.87,-2.3,1.99,0.4,-0.29,-0.8,1.41,0.92,3.15,-0.79,-2.76,4.67,5.86,9.89,0.88,15,8
0P0000MEI6,IE00B4WXJG34,iShares € Govt Bond 5-7yr UCITS ETF EUR (Dist),2009-04-17,EUR Government Bond,3.0,2.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.77,338880000.0,338880000.0,8.71,2.63,6.95,-1.52,1.59,4.44,18.37,0.67,5.89,2.22,-5.63,1.08,5.72,-2.34,2.59,-0.4,-0.09,-0.49,1.08,1.1,3.02,-0.8,-2.76,4.64,5.88,9.87,0.88,14,9
0P0000MEI7,IE00B4WXJH41,iShares € Govt Bond 10-15yr UCITS ETF EUR (Dist),2009-04-17,EUR Bond - Long Term,3.0,2.0,2.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.93,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.02,104770000.0,104770000.0,6.39,5.5,9.13,8.76,2.24,4.08,21.09,-0.21,2.72,4.82,-4.22,4.68,8.56,-0.07,1.85,0.98,-0.53,-0.07,1.94,0.96,3.59,-2.38,-6.2,5.5,7.83,13.48,0.79,14,9
0P0000MEI8,IE00B4WXJH41,iShares € Govt Bond 10-15yr UCITS ETF EUR (Dist),2009-04-17,EUR Bond - Long Term,3.0,2.0,2.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.93,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.2,104770000.0,104770000.0,6.38,5.75,9.3,9.46,2.1,4.29,21.01,-0.21,2.72,4.82,-4.22,5.38,8.95,-0.45,2.87,-0.64,-1.22,1.13,2.04,1.1,3.56,-2.39,-6.21,5.4,7.9,13.45,0.81,14,9
0P0000MH7B,SE0005466505,XACT Bear 2 ETF,2009-11-06,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,-204.43,0.0,304.43,0.0,3.72,6.06,22.15,6.71,5.15,37.49,14.59,17.21,67.43,15.36,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.82,833080000.0,1069900000.0,-28.66,-26.91,-23.35,-50.25,3.89,-15.61,-21.64,-20.56,-21.63,25.91,-17.25,-8.21,-10.11,-27.13,39.2,-12.27,-8.65,-6.88,4.83,-5.22,-3.44,-12.04,-13.95,-16.96,-0.91,10.65,-6.08,6,17
0P0000MH7C,SE0003051010,XACT Bull 2 ETF,2009-11-06,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,154.89,248.08,14.9,1.87,1.77,10.26,1.45,7.6,8.97,2.66,7.23,4.43,7.4,16.14,11.22,199.24,0.0,-99.24,0.0,3.72,6.06,22.15,6.71,5.15,37.49,14.59,17.21,67.43,15.36,0.0,0.0,0.6,0.6,3.81,8.85,8.25,20.91,3.2,0.0,9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,985.0,689000000.0,565470000.0,17.43,10.98,17.26,52.43,-16.95,14.41,27.13,19.22,32.92,-32.26,13.47,0.23,13.82,17.75,-26.99,16.08,5.77,-7.36,-8.42,3.99,6.11,13.21,11.52,21.67,-0.91,-5.45,7.27,15,8
0P0000MLIA,IE00B4WXJH41,iShares € Govt Bond 10-15yr UCITS ETF EUR (Dist),2009-04-17,EUR Bond - Long Term,3.0,2.0,2.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,99.93,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.11,104770000.0,104770000.0,12.4,6.31,9.64,5.41,2.15,4.29,20.59,2.42,4.83,4.49,-7.96,5.32,9.07,-0.3,2.68,-0.63,-1.12,1.25,1.84,1.11,3.56,-2.2,-6.35,5.52,7.81,13.19,1.05,15,8
